timestamp,Date,Time,Indoor-Temp(°C),Humidity(%),CO2(ppm),Weather,Control,temperature_2m (°C),relative_humidity_2m (%),direct_radiation (W/m²),diffuse_radiation (W/m²),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_gusts_10m (km/h),wind_direction_100m (°),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),soil_temperature_100_to_255cm (°C),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³),shortwave_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),terrestrial_radiation_instant (W/m²),global_tilted_irradiance_instant (W/m²),direct_normal_irradiance_instant (W/m²),diffuse_radiation_instant (W/m²),direct_radiation_instant (W/m²),shortwave_radiation_instant (W/m²)
2024-07-01 00:00:00,45474.0,0.0,20.2,64.5,2252,暴雨~大雨,PID,26.2,87.0,19.0,150.0,23.8,30.1,0.0,0.0,0.0,0.0,3.0,1001.5,999.2,100.0,100.0,1.0,0.0,0.13,0.45,26.6,194.0,14.8,19.6,194.0,25.7,25.4,23.0,18.2,0.391,0.405,0.395,0.296,169.0,39.7,169.0,632.9,757.1,202.2,47.5,179.4,22.7,202.2
2024-07-01 00:30:00,45474.0,0.0208333333333333,20.1,64.7,2147,暴雨~大雨,PID,26.25,87.5,27.5,158.0,24.0,30.200000000000003,0.1,0.1,0.0,0.0,27.0,1001.3,999.0,100.0,100.0,15.5,38.5,0.14,0.42500000000000004,27.0,183.0,15.05,20.15,182.5,25.85,25.4,23.0,18.2,0.3925,0.405,0.395,0.296,185.5,47.2,185.5,751.5999999999999,866.9000000000001,214.45,54.45,182.85000000000002,31.549999999999997,214.45
2024-07-01 01:00:00,45474.0,0.0416666666666667,20,65.0,2220,暴雨~大雨,PID,26.3,88.0,36.0,166.0,24.2,30.3,0.2,0.2,0.0,0.0,51.0,1001.1,998.8,100.0,100.0,30.0,77.0,0.15,0.4,27.4,172.0,15.3,20.7,171.0,26.0,25.4,23.0,18.2,0.394,0.405,0.395,0.296,202.0,54.7,202.0,870.3,976.7,226.7,61.4,186.3,40.4,226.7
2024-07-01 01:30:00,45474.0,0.0625,19.9,65.3,2263,暴雨~大雨,PID,26.6,87.0,32.0,183.0,24.299999999999997,30.5,0.15000000000000002,0.15000000000000002,0.0,0.0,51.0,1001.2,998.9,98.0,97.5,22.0,44.0,0.16,0.44,29.0,184.0,16.200000000000003,21.95,183.0,26.15,25.4,23.0,18.2,0.394,0.4045,0.395,0.296,215.0,44.7,215.0,968.6999999999999,1062.6,236.05,49.4,200.8,35.25,236.05
2024-07-01 02:00:00,45474.0,0.0833333333333333,19.9,65.8,2240,暴雨~大雨,PID,26.9,86.0,28.0,200.0,24.4,30.7,0.1,0.1,0.0,0.0,51.0,1001.3,999.0,96.0,95.0,14.0,11.0,0.17,0.48,30.6,196.0,17.1,23.2,195.0,26.3,25.4,23.0,18.2,0.394,0.404,0.395,0.296,228.0,34.7,228.0,1067.1,1148.5,245.4,37.4,215.3,30.1,245.4
2024-07-01 02:30:00,45474.0,0.104166666666667,20,66.4,2230,暴雨~大雨,PID,27.45,85.0,72.5,248.5,24.65,31.700000000000003,0.1,0.1,0.0,0.0,51.0,1001.2,998.9,79.5,52.0,18.0,29.0,0.235,0.55,30.4,194.5,15.200000000000001,20.1,194.0,26.700000000000003,25.45,23.0,18.2,0.394,0.404,0.395,0.296,321.0,81.30000000000001,321.0,1138.55,1204.65,338.4,85.35,262.4,76.0,338.4
2024-07-01 03:00:00,45474.0,0.125,20.1,67.0,2331,暴雨~大雨,PID,28.0,84.0,117.0,297.0,24.9,32.7,0.1,0.1,0.0,0.0,51.0,1001.1,998.8,63.0,9.0,22.0,47.0,0.3,0.62,30.2,193.0,13.3,17.0,193.0,27.1,25.5,23.0,18.2,0.394,0.404,0.395,0.296,414.0,127.9,414.0,1210.0,1260.8,431.4,133.3,309.5,121.9,431.4
2024-07-01 03:30:00,45474.0,0.145833333333333,20.2,67.6,2350,暴雨~大雨,PID,28.8,81.5,287.0,296.5,25.25,34.3,0.1,0.1,0.0,0.0,51.0,1000.6,998.3,81.5,54.5,18.0,23.5,0.41000000000000003,0.745,30.2,197.0,13.55,17.15,196.5,27.85,25.55,23.0,18.2,0.393,0.4035,0.395,0.296,583.5,298.45000000000005,583.5,1249.6,1283.4499999999998,597.0999999999999,304.25,304.7,292.45000000000005,597.0999999999999
2024-07-01 04:00:00,45474.0,0.166666666666667,20.3,68.3,2307,暴雨~大雨,PID,29.6,79.0,457.0,296.0,25.6,35.9,0.1,0.1,0.0,0.0,51.0,1000.1,997.8,100.0,100.0,14.0,0.0,0.52,0.87,30.2,201.0,13.8,17.3,200.0,28.6,25.6,23.0,18.2,0.392,0.403,0.395,0.296,753.0,469.0,753.0,1289.2,1306.1,762.8,475.2,299.9,463.0,762.8
2024-07-01 04:30:00,45474.0,0.1875,20.6,69.0,2367,暴雨~大雨,PID,29.9,77.0,372.0,344.5,25.5,35.9,0.05,0.05,0.0,0.0,26.5,999.75,997.5,82.0,78.5,14.5,0.5,0.505,0.9650000000000001,30.6,203.5,13.9,17.450000000000003,203.0,28.950000000000003,25.700000000000003,23.0,18.2,0.391,0.4025,0.395,0.296,716.5,380.65,716.5,1294.3000000000002,1293.6,716.5999999999999,381.65,343.65,372.95,716.5999999999999
2024-07-01 05:00:00,45474.0,0.208333333333333,20.8,69.8,2295,暴雨~大雨,PID,30.2,75.0,287.0,393.0,25.4,35.9,0.0,0.0,0.0,0.0,2.0,999.4,997.2,64.0,57.0,15.0,1.0,0.49,1.06,31.0,206.0,14.0,17.6,206.0,29.3,25.8,23.0,18.2,0.39,0.402,0.395,0.296,680.0,292.3,680.0,1299.4,1281.1,670.4,288.1,387.4,282.9,670.4
2024-07-01 05:30:00,45474.0,0.229166666666667,21.1,70.5,2302,暴雨~大雨,PID,30.35,74.0,249.5,370.5,25.25,35.599999999999994,0.05,0.05,0.0,0.0,26.5,999.0999999999999,996.9000000000001,68.0,50.5,13.0,22.0,0.45999999999999996,1.12,31.35,209.5,14.3,18.05,209.5,29.450000000000003,25.9,23.0,18.2,0.3895,0.4015,0.3945,0.296,620.0,259.3,620.0,1269.6,1234.3,603.4,252.4,360.35,243.0,603.4
2024-07-01 06:00:00,45474.0,0.25,21.3,71.2,2449,暴雨~大雨,PID,30.5,73.0,212.0,348.0,25.1,35.3,0.1,0.1,0.0,0.0,51.0,998.8,996.6,72.0,44.0,11.0,43.0,0.43,1.18,31.7,213.0,14.6,18.5,213.0,29.6,26.0,23.0,18.2,0.389,0.401,0.394,0.296,560.0,226.3,560.0,1239.8,1187.5,536.4,216.7,333.3,203.1,536.4
2024-07-01 06:30:00,45474.0,0.270833333333333,21.7,72.0,2358,暴雨~大雨,PID,29.25,78.5,191.5,303.0,25.1,33.75,0.45000000000000007,0.45000000000000007,0.0,0.0,52.0,998.65,996.4000000000001,74.0,27.0,7.5,58.0,0.365,0.8899999999999999,33.85,201.0,16.2,21.45,200.0,29.4,26.1,23.0,18.2,0.3915,0.4005,0.394,0.296,494.5,214.65,494.5,1177.15,1109.7,466.79999999999995,202.35,286.1,180.7,466.79999999999995
2024-07-01 07:00:00,45474.0,0.291666666666667,22,72.6,2506,暴雨~大雨,PID,28.0,84.0,171.0,258.0,25.1,32.2,0.8,0.8,0.0,0.0,53.0,998.5,996.2,76.0,10.0,4.0,73.0,0.3,0.6,36.0,189.0,17.8,24.4,187.0,29.2,26.2,23.0,18.2,0.394,0.4,0.394,0.296,429.0,203.0,429.0,1114.5,1031.9,397.2,188.0,238.9,158.3,397.2
2024-07-01 07:30:00,45474.0,0.3125,22.3,73.2,2625,暴雨~大雨,PID,28.5,82.5,233.5,235.0,25.25,33.1,0.45,0.45,0.0,0.0,52.0,998.2,995.9000000000001,88.0,15.5,3.5,86.5,0.33,0.6799999999999999,36.7,191.5,16.05,21.85,189.5,29.2,26.25,23.0,18.2,0.3935,0.4,0.394,0.296,468.5,311.6,468.5,1023.25,928.25,423.35,279.9,213.25,210.1,423.35
2024-07-01 08:00:00,45474.0,0.333333333333333,23.2,74.0,2332,暴雨~大雨,PID,29.0,81.0,296.0,212.0,25.4,34.0,0.1,0.1,0.0,0.0,51.0,997.9,995.6,100.0,21.0,3.0,100.0,0.36,0.76,37.4,194.0,14.3,19.3,192.0,29.2,26.3,23.0,18.2,0.393,0.4,0.394,0.296,508.0,420.2,508.0,932.0,824.6,449.5,371.8,187.6,261.9,449.5
2024-07-01 08:30:00,45474.0,0.354166666666667,23.5,74.5,2245,暴雨~大雨,PID,28.5,83.0,161.5,182.0,25.35,33.5,2.8000000000000003,2.8000000000000003,0.0,0.0,57.0,997.95,995.6500000000001,100.0,46.5,17.0,100.0,0.255,0.655,36.5,191.5,13.65,19.3,189.0,28.799999999999997,26.4,23.0,18.2,0.4105,0.404,0.394,0.296,343.5,235.45,343.5,818.4,702.3000000000001,298.4,206.75,156.35,142.04999999999995,298.4
2024-07-01 09:00:00,45474.0,0.375,24.8,75.2,2242,暴雨~大雨,PID,28.0,85.0,27.0,152.0,25.3,33.0,5.5,5.5,0.0,0.0,63.0,998.0,995.7,100.0,72.0,31.0,100.0,0.15,0.55,35.6,189.0,13.0,19.3,186.0,28.4,26.5,23.0,18.2,0.428,0.408,0.394,0.296,179.0,50.7,179.0,704.8,580.0,147.3,41.7,125.1,22.2,147.3
2024-07-01 09:30:00,45474.0,0.395833333333333,25.1,75.5,2271,暴雨~大雨,PID,27.7,87.5,13.5,98.5,25.5,33.1,3.05,3.05,0.0,0.0,58.0,998.1,995.8,100.0,70.5,65.5,100.0,0.1,0.455,28.8,177.5,11.4,18.75,171.0,28.0,26.5,23.05,18.2,0.428,0.409,0.394,0.296,112.0,25.35,112.0,576.5,447.25,89.44999999999999,20.85,78.35,11.1,89.44999999999999
2024-07-01 10:00:00,45474.0,0.416666666666667,24.9,75.6,2302,暴雨~大雨,PID,27.4,90.0,0.0,45.0,25.7,33.2,0.6,0.6,0.0,0.0,53.0,998.2,995.9,100.0,69.0,100.0,100.0,0.05,0.36,22.0,166.0,9.8,18.2,156.0,27.6,26.5,23.1,18.2,0.428,0.41,0.394,0.296,45.0,0.0,45.0,448.2,314.5,31.6,0.0,31.6,0.0,31.6
2024-07-01 10:30:00,45474.0,0.4375,25.1,75.7,2410,暴雨~大雨,PID,26.799999999999997,91.5,0.0,26.0,25.35,32.150000000000006,2.1,2.1,0.0,0.0,58.0,998.3,996.0,100.0,53.0,100.0,100.0,0.04,0.3,25.6,167.5,11.2,20.65,161.5,27.200000000000003,26.5,23.1,18.2,0.4325,0.4155,0.394,0.2965,26.0,0.0,26.0,314.05,180.45,16.6,0.0,16.700000000000003,0.0,16.700000000000003
2024-07-01 11:00:00,45474.0,0.458333333333333,24.4,75.5,2484,暴雨~大雨,PID,26.2,93.0,0.0,7.0,25.0,31.1,3.6,3.6,0.0,0.0,63.0,998.4,996.1,100.0,37.0,100.0,100.0,0.03,0.24,29.2,169.0,12.6,23.1,167.0,26.8,26.5,23.1,18.2,0.437,0.421,0.394,0.297,7.0,0.0,7.0,179.9,46.4,1.6,0.0,1.8,0.0,1.8
2024-07-01 11:30:00,45474.0,0.479166666666667,24.6,75.4,2517,暴雨~大雨,PID,26.35,93.0,0.0,3.5,25.2,31.25,2.55,2.55,0.0,0.0,62.0,998.25,995.95,100.0,30.5,100.0,100.0,0.025,0.235,29.549999999999997,163.0,13.7,25.0,160.5,26.6,26.45,23.1,18.2,0.4375,0.424,0.3945,0.297,3.5,0.0,3.5,96.7,23.2,0.8,0.0,0.9,0.0,0.9
2024-07-01 12:00:00,45474.0,0.5,25.6,75.5,2447,暴雨~大雨,PID,26.5,93.0,0.0,0.0,25.4,31.4,1.5,1.5,0.0,0.0,61.0,998.1,995.8,100.0,24.0,100.0,100.0,0.02,0.23,29.9,157.0,14.8,26.9,154.0,26.4,26.4,23.1,18.2,0.438,0.427,0.395,0.297,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 12:30:00,45474.0,0.520833333333333,25.8,75.3,2551,暴雨~大雨,PID,26.4,93.0,0.0,0.0,25.25,31.15,2.15,2.15,0.0,0.0,62.0,998.3,996.0,100.0,37.0,100.0,100.0,0.015,0.23,31.15,155.0,14.95,27.15,153.0,26.25,26.299999999999997,23.1,18.2,0.438,0.423,0.395,0.297,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 13:00:00,45474.0,0.541666666666667,26.3,75.1,2266,暴雨~大雨,PID,26.3,93.0,0.0,0.0,25.1,30.9,2.8,2.8,0.0,0.0,63.0,998.5,996.2,100.0,50.0,100.0,100.0,0.01,0.23,32.4,153.0,15.1,27.4,152.0,26.1,26.2,23.1,18.2,0.438,0.419,0.395,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 13:30:00,45474.0,0.5625,26.4,74.7,2262,暴雨~大雨,PID,26.25,92.5,0.0,0.0,24.950000000000003,30.4,2.0,2.0,0.0,0.0,59.0,998.25,995.95,100.0,29.5,100.0,100.0,0.01,0.255,35.3,155.5,17.45,30.75,153.5,26.0,26.15,23.1,18.2,0.437,0.4215,0.395,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 14:00:00,45474.0,0.583333333333333,25.4,73.9,2335,暴雨~大雨,PID,26.2,92.0,0.0,0.0,24.8,29.9,1.2,1.2,0.0,0.0,55.0,998.0,995.7,100.0,9.0,100.0,100.0,0.01,0.28,38.2,158.0,19.8,34.1,155.0,25.9,26.1,23.1,18.2,0.436,0.424,0.395,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 14:30:00,45474.0,0.604166666666667,25.4,73.3,2318,暴雨~大雨,PID,26.2,92.0,0.0,0.0,24.75,29.85,1.0,1.0,0.0,0.0,54.0,997.55,995.25,100.0,7.5,98.5,100.0,0.01,0.28,40.0,158.0,19.9,34.5,156.0,25.799999999999997,26.05,23.1,18.2,0.4355,0.425,0.395,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 15:00:00,45474.0,0.625,24.7,72.5,2352,暴雨~大雨,PID,26.2,92.0,0.0,0.0,24.7,29.8,0.8,0.8,0.0,0.0,53.0,997.1,994.8,100.0,6.0,97.0,100.0,0.01,0.28,41.8,158.0,20.0,34.9,157.0,25.7,26.0,23.1,18.2,0.435,0.426,0.395,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 15:30:00,45474.0,0.645833333333333,24.6,71.9,2330,暴雨~大雨,PID,26.25,91.0,0.0,0.0,24.6,29.700000000000003,0.8500000000000001,0.8500000000000001,0.0,0.0,53.0,996.75,994.45,100.0,4.0,93.0,100.0,0.015,0.32,42.3,163.5,20.55,35.75,161.5,25.6,25.95,23.1,18.2,0.4355,0.4265,0.3955,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 16:00:00,45474.0,0.666666666666667,24.4,71.2,2327,暴雨~大雨,PID,26.3,90.0,0.0,0.0,24.5,29.6,0.9,0.9,0.0,0.0,53.0,996.4,994.1,100.0,2.0,89.0,100.0,0.02,0.36,42.8,169.0,21.1,36.6,166.0,25.5,25.9,23.1,18.2,0.436,0.427,0.396,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 16:30:00,45474.0,0.6875,24.2,70.4,2245,暴雨~大雨,PID,26.200000000000003,90.0,0.0,0.0,24.4,29.55,0.8500000000000001,0.8500000000000001,0.0,0.0,53.0,996.05,993.75,100.0,5.0,60.5,100.0,0.02,0.35,39.4,170.0,20.450000000000003,35.8,167.0,25.45,25.85,23.1,18.2,0.436,0.428,0.396,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 17:00:00,45474.0,0.708333333333333,23.9,69.7,2480,暴雨~大雨,PID,26.1,90.0,0.0,0.0,24.3,29.5,0.8,0.8,0.0,0.0,53.0,995.7,993.4,100.0,8.0,32.0,100.0,0.02,0.34,36.0,171.0,19.8,35.0,168.0,25.4,25.8,23.1,18.2,0.436,0.429,0.396,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 17:30:00,45474.0,0.729166666666667,23.7,69.0,2479,暴雨~大雨,PID,25.950000000000003,90.5,0.0,0.0,24.3,29.6,1.2000000000000002,1.2000000000000002,0.0,0.0,57.0,995.9000000000001,993.5999999999999,100.0,27.5,52.5,100.0,0.015,0.31,39.95,188.0,18.1,32.25,188.5,25.299999999999997,25.75,23.1,18.2,0.4365,0.4315,0.3965,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 18:00:00,45474.0,0.75,23.9,68.4,2505,暴雨~大雨,PID,25.8,91.0,0.0,0.0,24.3,29.7,1.6,1.6,0.0,0.0,61.0,996.1,993.8,100.0,47.0,73.0,100.0,0.01,0.28,43.9,205.0,16.4,29.5,209.0,25.2,25.7,23.1,18.2,0.437,0.434,0.397,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 18:30:00,45474.0,0.770833333333333,23.5,67.7,2395,暴雨~大雨,PID,25.75,91.0,0.0,0.0,24.25,29.6,1.65,1.65,0.0,0.0,61.0,995.9000000000001,993.5999999999999,100.0,38.0,75.0,100.0,0.01,0.28,42.45,205.0,16.6,29.65,206.0,25.15,25.65,23.1,18.2,0.438,0.4345,0.3975,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 19:00:00,45474.0,0.791666666666667,23.7,67.2,2202,暴雨~大雨,PID,25.7,91.0,0.0,0.0,24.2,29.5,1.7,1.7,0.0,0.0,61.0,995.7,993.4,100.0,29.0,77.0,100.0,0.01,0.28,41.0,205.0,16.8,29.8,203.0,25.1,25.6,23.1,18.2,0.439,0.435,0.398,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 19:30:00,45474.0,0.8125,23.4,66.6,2318,暴雨~大雨,PID,25.6,92.0,0.0,0.0,24.25,29.75,1.2,1.2,0.0,0.0,57.0,995.55,993.25,100.0,25.0,85.5,100.0,0.005,0.25,41.4,204.5,14.600000000000001,26.5,200.0,25.05,25.55,23.1,18.25,0.436,0.435,0.3985,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 20:00:00,45474.0,0.833333333333333,22.6,65.9,2269,暴雨~大雨,PID,25.5,93.0,0.0,0.0,24.3,30.0,0.7,0.7,0.0,0.0,53.0,995.4,993.1,100.0,21.0,94.0,100.0,0.0,0.22,41.8,204.0,12.4,23.2,197.0,25.0,25.5,23.1,18.3,0.433,0.435,0.399,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 20:30:00,45474.0,0.854166666666667,22.2,65.5,2297,暴雨~大雨,PID,25.45,93.5,0.0,0.0,24.3,29.9,0.55,0.55,0.0,0.0,52.0,995.3,993.0,100.0,14.5,97.0,100.0,0.0,0.215,32.4,200.0,12.8,23.95,194.0,25.0,25.45,23.15,18.3,0.433,0.4345,0.3995,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 21:00:00,45474.0,0.875,21.4,64.9,2322,暴雨~大雨,PID,25.4,94.0,0.0,0.0,24.3,29.8,0.4,0.4,0.0,0.0,51.0,995.2,992.9,100.0,8.0,100.0,100.0,0.0,0.21,23.0,196.0,13.2,24.7,191.0,25.0,25.4,23.2,18.3,0.433,0.434,0.4,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01 21:30:00,45474.0,0.895833333333333,21.1,64.6,2303,暴雨~大雨,PID,25.549999999999997,93.5,0.0,3.5,24.35,29.85,0.55,0.55,0.0,0.0,52.0,995.35,993.05,100.0,11.0,57.5,100.0,0.015000000000000001,0.22999999999999998,24.3,196.5,13.85,25.75,192.5,25.0,25.35,23.2,18.3,0.4335,0.4335,0.4005,0.297,3.5,0.0,3.5,53.50000000000001,117.5,4.95,0.0,7.7,0.0,7.7
2024-07-01 22:00:00,45474.0,0.916666666666667,20.8,64.4,2233,暴雨~大雨,PID,25.7,93.0,0.0,7.0,24.4,29.9,0.7,0.7,0.0,0.0,53.0,995.5,993.2,100.0,14.0,15.0,100.0,0.03,0.25,25.6,197.0,14.5,26.8,194.0,25.0,25.3,23.2,18.3,0.434,0.433,0.401,0.297,7.0,0.0,7.0,107.0,235.0,9.9,0.0,15.4,0.0,15.4
2024-07-01 22:30:00,45474.0,0.9375,20.6,64.4,2264,暴雨~大雨,PID,25.95,91.5,0.0,16.0,24.4,29.799999999999997,0.6,0.6,0.0,0.0,53.0,995.5,993.2,100.0,57.0,16.5,100.0,0.04,0.29500000000000004,33.3,192.0,16.8,30.3,188.5,25.0,25.3,23.2,18.3,0.434,0.433,0.401,0.297,16.0,0.0,16.0,238.3,369.05,21.950000000000003,0.0,24.700000000000003,0.0,24.700000000000003
2024-07-01 23:00:00,45474.0,0.958333333333333,20.4,64.4,2246,暴雨~大雨,PID,26.2,90.0,0.0,25.0,24.4,29.7,0.5,0.5,0.0,0.0,53.0,995.5,993.2,100.0,100.0,18.0,100.0,0.05,0.34,41.0,187.0,19.1,33.8,183.0,25.0,25.3,23.2,18.3,0.434,0.433,0.401,0.297,25.0,0.0,25.0,369.6,503.1,34.0,0.0,34.0,0.0,34.0
2024-07-01 23:30:00,45474.0,0.979166666666667,20.2,64.5,2245,暴雨~大雨,PID,26.6,88.5,6.5,74.5,24.5,29.5,0.9,0.9,0.0,0.0,57.0,995.7,993.4000000000001,100.0,100.0,59.0,100.0,0.09,0.405,44.25,194.0,23.65,39.7,191.0,25.2,25.25,23.2,18.3,0.4365,0.433,0.4015,0.297,81.0,13.600000000000001,81.0,500.5,629.4000000000001,99.0,16.3,91.20000000000002,7.799999999999999,99.0
2024-07-02 00:00:00,45475.0,0.0,20.4,64.8,2115,多云~晴,PID,27.0,87.0,13.0,124.0,24.6,29.3,1.3,1.3,0.0,0.0,61.0,995.9,993.6,100.0,100.0,100.0,100.0,0.13,0.47,47.5,201.0,28.2,45.6,199.0,25.4,25.2,23.2,18.3,0.439,0.433,0.402,0.297,137.0,27.2,137.0,631.4,755.7,164.0,32.6,148.4,15.6,164.0
2024-07-02 00:30:00,45475.0,0.0208333333333333,20.4,65.3,2307,多云~晴,PID,26.5,89.0,6.5,115.5,24.55,29.15,1.2000000000000002,1.2000000000000002,0.0,0.0,58.0,996.75,994.45,100.0,84.0,99.5,100.0,0.11,0.38,44.25,208.5,25.75,41.25,207.0,25.1,25.15,23.2,18.3,0.4375,0.433,0.403,0.297,122.0,13.599999999999998,122.0,750.2,865.6,142.05,16.3,134.25,7.800000000000001,142.05
2024-07-02 01:00:00,45475.0,0.0416666666666667,20.5,66.0,2239,多云~晴,PID,26.0,91.0,0.0,107.0,24.5,29.0,1.1,1.1,0.0,0.0,55.0,997.6,995.3,100.0,68.0,99.0,100.0,0.09,0.29,41.0,216.0,23.3,36.9,215.0,24.8,25.1,23.2,18.3,0.436,0.433,0.404,0.297,107.0,0.0,107.0,869.0,975.5,120.1,0.0,120.1,0.0,120.1
2024-07-02 01:30:00,45475.0,0.0625,20.7,66.7,2233,多云~晴,PID,25.5,91.5,4.5,155.5,24.1,28.5,0.9500000000000001,0.9500000000000001,0.0,0.0,54.0,998.2,995.9,100.0,39.0,97.5,100.0,0.115,0.27,40.3,241.0,21.75,32.9,240.5,25.0,25.1,23.2,18.3,0.4355,0.4335,0.4045,0.297,160.0,5.6,160.0,967.55,1061.55,174.7,6.0,169.85,4.85,174.7
2024-07-02 02:00:00,45475.0,0.0833333333333333,20.9,67.4,2269,多云~晴,PID,25.0,92.0,9.0,204.0,23.7,28.0,0.8,0.8,0.0,0.0,53.0,998.8,996.5,100.0,10.0,96.0,100.0,0.14,0.25,39.6,266.0,20.2,28.9,266.0,25.2,25.1,23.2,18.3,0.435,0.434,0.405,0.297,213.0,11.2,213.0,1066.1,1147.6,229.3,12.0,219.6,9.7,229.3
2024-07-02 02:30:00,45475.0,0.104166666666667,21.1,68.1,2197,多云~晴,PID,24.45,91.5,4.5,156.5,23.049999999999997,27.05,1.15,1.15,0.0,0.0,57.0,999.3,997.0,100.0,7.5,98.0,100.0,0.115,0.255,38.0,264.0,19.95,29.35,263.5,25.0,25.05,23.2,18.3,0.436,0.435,0.405,0.297,161.0,5.6,161.0,1137.6999999999998,1203.9,171.45,6.0,166.6,4.85,171.45
